id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10886532,2000Sf Williamsburg Apt. W/ Theater,17646340,Donald,Brooklyn,Williamsburg,40.70094,-73.9435,Entire Home/Apt,0.3592814371257485,0.6000000000000001,0.0,2019-06-23,0.72,2,0
10886628,Large Bedroom Available In 5Br Apt,56412357,Scott,Brooklyn,Greenpoint,40.72527,-73.94803,Private Room,0.10179640718562875,0.0,0.0,2019-06-23,0.72,1,0
10886971,Cozy Btful Private Room In Brooklyn,8261208,Shakima,Brooklyn,Bedford-Stuyvesant,40.68585,-73.94875,Private Room,0.1347305389221557,0.1,0.04292527821939587,2019-07-05,0.78,1,339
10887262,Kid'S Friendly Two Levels Apartment With A Yard,4343152,Anna,Manhattan,Harlem,40.81223,-73.94313,Entire Home/Apt,0.595808383233533,0.30000000000000004,0.003179650238473768,2016-10-11,0.05,1,0
10887852,Cozy Hell'S Kitchen Apt,39754804,Karen,Manhattan,Hell'S Kitchen,40.76438,-73.99482,Entire Home/Apt,0.37425149700598803,0.0,0.10174880763116058,2019-06-22,1.88,1,0
10888320,Bronx Home - 30 Mins From Midtown!,971075,Jabari,Bronx,Mount Hope,40.8506,-73.90231,Entire Home/Apt,0.3263473053892216,0.20000000000000004,0.0985691573926868,2019-05-27,1.51,2,58
10899004,Stylish Windsor Terrace Flat,836911,Cathy,Brooklyn,Windsor Terrace,40.65627,-73.97955,Entire Home/Apt,0.7485029940119761,0.6000000000000001,0.0,2019-06-23,0.72,3,0
10901062,Stylish Windsor Terrace Flat,836911,Cathy,Brooklyn,Windsor Terrace,40.65636,-73.97945,Entire Home/Apt,0.44910179640718567,0.30000000000000004,0.001589825119236884,2016-03-30,0.03,3,0
10902752,Cozy Winter Sanctuary,32265481,Neena,Manhattan,Harlem,40.82289,-73.94915,Private Room,0.15568862275449102,0.20000000000000004,0.0,2019-06-23,0.72,1,0
10903055,Stay In The Heart Of Nyc,28378670,Jesse,Manhattan,Chelsea,40.7487,-73.99514,Private Room,0.35628742514970063,0.1,0.21303656597774245,2019-06-30,3.42,1,66
10904914,Room In Huge Union Sq Rooftop Apt!,56514111,Jenna,Manhattan,Chelsea,40.7386,-73.99775,Private Room,0.2095808383233533,0.0,0.003179650238473768,2016-03-27,0.05,1,0
10909987,Private Bedroom At Central Park N.,5429885,Ergie,Manhattan,Harlem,40.79929,-73.95199,Private Room,0.29940119760479045,0.20000000000000004,0.23370429252782196,2019-07-02,3.55,1,66
10919160,Gorgeous 1Br In Prime E. Village!,25498781,Lauren,Manhattan,East Village,40.72931,-73.98222,Entire Home/Apt,0.7485029940119761,0.1,0.014308426073131956,2016-08-24,0.22,1,0
10919968,Entire 1Br Apt On Uws W/ Roof Deck,4497387,Cristina,Manhattan,Upper West Side,40.79277,-73.97613,Entire Home/Apt,0.44910179640718567,0.0,0.025437201907790145,2016-12-28,0.4,1,0
10921091,Stuido Apt Near Lincoln Center,56607815,Jonathan,Manhattan,Upper West Side,40.77035,-73.98638,Entire Home/Apt,0.44910179640718567,0.1,0.0,2019-06-23,0.72,1,0
10921135,Gorgeous Large Sunny 2 Br,3411196,Tasha,Brooklyn,Kensington,40.64751,-73.97814,Entire Home/Apt,0.29940119760479045,0.0,0.0,2019-06-23,0.72,1,0
10924304,"Harlem, Ny 
Historical Sugar Hill Neighborhood",25461543,David,Manhattan,Harlem,40.83117,-73.94281,Entire Home/Apt,0.5988023952095809,0.0,0.004769475357710652,2019-06-08,0.38,2,365
10925844,Bedroom In Bushwick,7364894,Mac,Brooklyn,Bushwick,40.70128,-73.9253,Private Room,0.11976047904191617,0.6000000000000001,0.0,2019-06-23,0.72,1,0
10926362,Charming Midtown West - Entire Apt,3576466,Kevin,Manhattan,Hell'S Kitchen,40.76364,-73.9898,Entire Home/Apt,0.5089820359281437,0.1,0.028616852146263912,2019-05-13,0.45,2,63
10930279,House Near Subway,25044529,Xin,Manhattan,Upper West Side,40.79583,-73.97493,Entire Home/Apt,0.26047904191616766,0.0,0.0,2019-06-23,0.72,1,0
10937904,Spacious Room In Sunny Harlem Apt,17601552,Ashley,Manhattan,Harlem,40.81794,-73.94326,Private Room,0.22455089820359284,0.0,0.0,2019-06-23,0.72,1,0
10938202,"Spacious, Bright, Living/Bedroom",2455178,Nessa,Brooklyn,Flatbush,40.64145,-73.96642,Private Room,0.16467065868263475,0.4,0.009538950715421305,2016-11-14,0.17,1,0
10938544,"Spacious, Private Room Near Subway",10583598,Devon,Brooklyn,Prospect-Lefferts Gardens,40.66324,-73.95963,Private Room,0.11976047904191617,0.1,0.014308426073131956,2016-08-24,0.22,1,0
10939255,Master Bedroom - Bathroom En Suite,7501803,Hannah,Brooklyn,Flatbush,40.65188,-73.96411,Private Room,0.16467065868263475,0.30000000000000004,0.004769475357710652,2017-10-09,0.07,1,0
10939710,New York Loftlike Apartment,9192860,Alex,Queens,Ridgewood,40.70286,-73.90649,Private Room,0.2125748502994012,0.20000000000000004,0.0985691573926868,2019-06-09,2.76,1,291
10940559,Modern And Comfortable Is This 2 Bedrooms,56726605,Weisbrod,Brooklyn,Canarsie,40.6344,-73.8948,Entire Home/Apt,0.5299401197604791,0.20000000000000004,0.03656597774244833,2018-10-07,0.6,3,363
10943209,Cozy Room In East Village!,52761277,Min,Manhattan,East Village,40.72387,-73.979,Private Room,0.23952095808383234,0.1,0.001589825119236884,2018-10-07,0.11,1,87
10943915,Historic Sugar Hill 2 Bdrm Apt Great For Families!,56710089,Kate,Manhattan,Harlem,40.8263,-73.94375,Entire Home/Apt,0.592814371257485,0.4,0.06677265500794913,2019-06-03,1.07,1,267
10944845,Lower East Side Apartment,56752163,Sabina,Manhattan,Lower East Side,40.71731,-73.99108,Entire Home/Apt,0.595808383233533,0.20000000000000004,0.006359300476947536,2018-12-25,0.16,2,0
10945632,All To Yourself Home Away From Home,56758927,Carol,Queens,Queens Village,40.70684,-73.74627,Entire Home/Apt,0.2904191616766467,0.1,0.40063593004769477,2019-06-23,6.08,1,290
10947986,Entire 1Br Apartment In Riverdale,56775169,Rose,Bronx,Kingsbridge,40.88214,-73.90847,Entire Home/Apt,0.2964071856287425,0.20000000000000004,0.001589825119236884,2018-05-20,0.07,1,311
10957871,East Village Apartment W/ Nyc Charm,56836468,Mark,Manhattan,East Village,40.72663,-73.97852,Private Room,0.19461077844311378,0.0,0.001589825119236884,2016-02-20,0.02,1,0
10958463,Nice Bedroom At Manhattan -Upper East Side/Harlem,21784104,Paulo,Manhattan,East Harlem,40.79226,-73.93895,Private Room,0.44910179640718567,0.20000000000000004,0.11605723370429254,2019-05-25,1.85,1,32
10958668,Large Cozy Room In Prospect Heights,4269459,Lindsey,Brooklyn,Crown Heights,40.67734,-73.96076,Private Room,0.10479041916167665,0.0,0.003179650238473768,2016-03-13,0.05,1,0
10966240,Private Room In Artist Apt Bk,56887361,Ariel,Brooklyn,Bedford-Stuyvesant,40.68636,-73.92599,Private Room,0.08982035928143713,0.0,0.001589825119236884,2016-02-27,0.02,1,0
10967026,Quaint Room In Upper Manhattan,4837798,Jayson,Manhattan,Harlem,40.82561,-73.9446,Private Room,0.14970059880239522,0.20000000000000004,0.17011128775834658,2019-07-01,2.57,1,209
10967300,Cozy Room In The Heart Of Hamilton Heights,7781522,Angela,Manhattan,Harlem,40.82332,-73.94705,Private Room,0.11976047904191617,0.20000000000000004,0.006359300476947536,2016-09-05,0.11,1,0
10967749,Luxury Highrise Near Times Square,834052,A.J.,Manhattan,Hell'S Kitchen,40.76254,-73.99974,Entire Home/Apt,0.7754491017964072,0.6000000000000001,0.007949125596184421,2018-11-03,0.14,1,122
10972148,Lofty 1-Bedroom With Garden Views,11559235,Katherine,Manhattan,Harlem,40.82765,-73.94889,Private Room,0.37425149700598803,0.1,0.004769475357710652,2016-08-18,0.07,1,87
10974609,"Cozy Couch, Free Parking, Near Park",48573590,Sherrilyn,Brooklyn,East Flatbush,40.66209,-73.93947,Shared Room,0.25449101796407186,0.0,0.001589825119236884,2018-10-08,0.11,1,365
10978135,Midtown Manhattan East Large Studio Apatment,56754697,Liz,Manhattan,Midtown,40.75862,-73.96841,Entire Home/Apt,0.47904191616766467,0.20000000000000004,0.0794912559618442,2019-06-02,1.23,1,4
10983426,"Bright Modern Apt In A ""Tudor"" Home",56984176,Giuseppa,Queens,Rego Park,40.72147,-73.86317,Entire Home/Apt,0.4191616766467066,0.20000000000000004,0.13354531001589826,2019-07-06,2.09,1,32
10984202,Chic Apt In Doorman Bldg Fashion Wk,23865843,Carlin,Manhattan,Upper West Side,40.78116,-73.9786,Entire Home/Apt,0.7934131736526947,0.0,0.0,2019-06-23,0.72,1,0
10984999,Spacious Room In Penthouse In Les,22702361,Lisa-Marie,Manhattan,Chinatown,40.71628,-73.98999,Private Room,0.25449101796407186,0.0,0.001589825119236884,2016-03-24,0.02,1,0
10985093,Peaceful Private Room/Bath In Beautiful Garden Apt,56995315,Nina,Manhattan,Roosevelt Island,40.76366,-73.9479,Private Room,0.23652694610778444,0.1,0.046104928457869634,2019-07-05,0.74,1,321
10985169,One Bedroom Apartment In Townhouse,825856,Rubi,Brooklyn,Bedford-Stuyvesant,40.68389,-73.92128,Entire Home/Apt,0.22754491017964074,0.1,0.003179650238473768,2016-12-30,0.05,1,0
10985734,Clean & Quiet Greenpoint Apartment,56998739,Myles & Christian,Brooklyn,Greenpoint,40.72729,-73.95138,Entire Home/Apt,0.37425149700598803,0.1,0.0,2019-06-23,0.72,1,0
10987342,Big & Bright In Bk Heights With Private Balcony,7903382,Annie,Brooklyn,Brooklyn Heights,40.69449,-73.99188,Entire Home/Apt,0.44910179640718567,0.20000000000000004,0.011128775834658189,2016-07-15,0.17,1,0
10988682,Spacious 1 Br - 5Min To Manhattan,57015584,Peter,Queens,Long Island City,40.74129,-73.95004,Entire Home/Apt,0.5239520958083833,0.20000000000000004,0.03497615262321145,2017-07-13,0.54,1,0
10990088,"Downtown, Renovated 2 Bedroom Apt",24361297,Summer,Manhattan,Chinatown,40.71781,-73.99569,Entire Home/Apt,0.29940119760479045,0.0,0.0,2019-06-23,0.72,1,0
10992335,Cozy 1Br Near Subway,19000768,Karina,Queens,Sunnyside,40.74219,-73.92485,Entire Home/Apt,0.2694610778443114,0.1,0.004769475357710652,2017-11-06,0.12,2,0
10994530,Cozy Renovated 2Br Apartment! Close To Manhattan!,11501945,Victoria,Brooklyn,Flatbush,40.63649,-73.95614,Entire Home/Apt,0.2754491017964072,0.0,0.0397456279809221,2018-01-01,0.63,2,0
10995738,Cozy Private Room,1755999,Lindsey,Brooklyn,Williamsburg,40.70532,-73.92814,Private Room,0.11676646706586827,0.4,0.0,2019-06-23,0.72,1,0
10995810,Room In Gorgeous Astoria Apartment,57055185,Halley,Queens,Astoria,40.76802,-73.91685,Private Room,0.09880239520958084,0.0,0.0,2019-06-23,0.72,1,0
10996466,"Big, Bright, Beautiful Room",38794144,Hannah,Brooklyn,Crown Heights,40.67754,-73.96163,Private Room,0.19161676646706588,0.0,0.003179650238473768,2019-01-03,0.07,1,21
11006093,West Soho/Hudson Square Gem 1B/1Bath,56498254,Tecla,Manhattan,Soho,40.72761,-74.00902,Entire Home/Apt,0.44910179640718567,0.6000000000000001,0.014308426073131956,2019-02-18,0.22,1,190
11006134,Chelsea Apt W/ Private Rooftop Deck,24625891,T,Manhattan,Chelsea,40.74815,-74.00493,Entire Home/Apt,0.37425149700598803,0.20000000000000004,0.0,2019-06-23,0.72,1,0
11008081,Cozy Europa,57122538,Balla,Manhattan,Harlem,40.82564,-73.94143,Private Room,0.17964071856287425,0.0,0.009538950715421305,2019-07-02,2.43,1,83
11009529,Very Large Room At Brooklyn&Breakfast,344035,Brooklyn&   Breakfast    -Len-,Brooklyn,Prospect Heights,40.67824,-73.97106,Private Room,0.19461077844311378,0.0,0.3895071542130366,2019-06-15,5.87,13,339
11010008,Private Spacious Room ~ Near Trains,57069872,Allison,Queens,Astoria,40.76101,-73.91573,Private Room,0.2095808383233533,0.20000000000000004,0.10333863275039747,2019-06-20,1.66,1,89
11011567,Sweet & Bright Two Bedroom Artist Flat Brooklyn,22861935,Jessica,Brooklyn,Columbia St,40.68443,-74.00392,Entire Home/Apt,0.4850299401197605,0.20000000000000004,0.05882352941176471,2019-05-20,1.06,1,22
11014346,Big Private Room ~ 1 Bed-1 Person.,53051331,James  And  Mina,Brooklyn,Crown Heights,40.67156,-73.95684,Private Room,0.22455089820359284,0.1,0.020667726550079493,2019-07-02,0.47,1,354
11020169,Luxurious  One Bedroom Apartment In A Quiet Area.,57165692,Charles,Bronx,Baychester,40.87223,-73.84335,Entire Home/Apt,0.2844311377245509,0.20000000000000004,0.3275039745627981,2019-07-01,4.98,2,144
11020841,Sage - Charming 2 Room Studio #7,57186170,Deirdre,Brooklyn,Bedford-Stuyvesant,40.68366,-73.94607,Private Room,0.22455089820359284,0.1,0.20508744038155804,2019-06-21,3.36,3,227
11023993,Sunnyhome,27673980,Amy,Queens,Flushing,40.74514,-73.83137,Private Room,0.17964071856287425,0.0,0.10492845786963435,2019-06-16,3.07,8,67
11030761,Amazing 1Br Heart Of East Village!,57242530,Jack,Manhattan,East Village,40.72794,-73.98731,Entire Home/Apt,0.565868263473054,0.1,0.014308426073131956,2018-12-30,0.23,1,23
11031059,Private Room In Bedstuy Brownstone,44776542,Danielle,Brooklyn,Bedford-Stuyvesant,40.68627,-73.94898,Private Room,0.19760479041916168,0.0,0.0,2019-06-23,0.72,1,0
11032588,Beautiful Bedroom In Williamsburg,6265305,Federico,Brooklyn,Williamsburg,40.7169,-73.94714,Private Room,0.29940119760479045,0.1,0.0,2019-06-23,0.72,1,0
11032957,"Glorious Brownstone Apt W/ Outdoor, Clinton Hill",57254931,Courtney,Brooklyn,Clinton Hill,40.68121,-73.96319,Entire Home/Apt,0.5688622754491018,0.6000000000000001,0.09538950715421304,2019-02-17,1.66,1,0
11033476,Spacious Bedroom Near Prospect Park,57257971,Jenna,Brooklyn,Sunset Park,40.66227,-73.99138,Private Room,0.14970059880239522,0.0,0.001589825119236884,2016-02-12,0.02,1,0
11035889,Cozy Bedroom In The Lower East Side,57269448,Chantal,Manhattan,Lower East Side,40.72104,-73.98298,Private Room,0.29940119760479045,0.1,0.001589825119236884,2016-06-14,0.03,1,0
11036071,Fully Private Suite In Home,57265004,Patricia,Brooklyn,Prospect-Lefferts Gardens,40.65993,-73.95725,Entire Home/Apt,0.37425149700598803,0.0,0.24006359300476948,2019-06-09,3.86,1,37
11037023,Br In Amazing Apt - 10Min Manhattan,31651673,Mathieu,Brooklyn,Williamsburg,40.70818,-73.94952,Private Room,0.2694610778443114,0.0,0.02702702702702703,2018-01-02,0.44,3,0
11037105,Sunny In Heart Of Williamsburg,57275881,Allegra,Brooklyn,Williamsburg,40.71187,-73.95566,Entire Home/Apt,0.7485029940119761,0.0,0.0,2019-06-23,0.72,1,0
11039706,"Bright, Open, Family Friendly",57289930,Stephanie,Queens,Sunnyside,40.74214,-73.92463,Entire Home/Apt,0.344311377245509,0.0,0.0,2019-06-23,0.72,1,0
11040458,Huge 3 Bedroom Apt In West Harlem,20607397,Jonathan,Manhattan,Harlem,40.80735,-73.95684,Entire Home/Apt,0.8982035928143713,0.1,0.041335453100158986,2019-06-26,0.64,1,176
11042240,Lovely 1.5Br Near Park And Subway,57305837,Yair,Brooklyn,South Slope,40.66355,-73.98056,Entire Home/Apt,0.43413173652694614,0.20000000000000004,0.23370429252782196,2019-07-03,3.62,1,235
11042350,Charming Bedroom With Private Bath,1607646,Dee,Manhattan,East Harlem,40.80771,-73.93967,Private Room,0.19461077844311378,0.6000000000000001,0.011128775834658189,2018-10-31,0.3,1,0
11043540,Sunny Les Pied A Terre,5546836,Natalie,Manhattan,Lower East Side,40.71884,-73.98594,Entire Home/Apt,0.44910179640718567,0.0,0.001589825119236884,2016-06-18,0.03,1,0
11043651,Private Room In Two Fl Apartment,31879354,Zach,Brooklyn,Bushwick,40.70131,-73.93032,Private Room,0.14970059880239522,0.1,0.0,2019-06-23,0.72,1,0
11044326,Typical Ny Duplex Ap With A Garden!,1395401,Peter,Manhattan,Upper East Side,40.78119,-73.9468,Entire Home/Apt,0.5988023952095809,0.4,0.009538950715421305,2018-08-19,0.17,1,67
11044453,Convent Ave & 127St Col Univ  Rm 2,57049951,Eliahu,Manhattan,Harlem,40.81238,-73.95319,Private Room,0.2065868263473054,0.1,0.20349761526232116,2019-05-26,3.16,9,365
11045529,Centrally Located Midtown 1Br,57322543,Richard,Manhattan,Hell'S Kitchen,40.76355,-73.99391,Entire Home/Apt,0.44910179640718567,0.0,0.08267090620031797,2019-06-20,1.26,1,7
11046443,Manhattan Studio 10 Seconds Walk To Subway,17171841,Bond,Manhattan,East Harlem,40.79736,-73.94203,Entire Home/Apt,0.23652694610778444,0.0,0.23688394276629574,2019-06-23,3.63,1,290
11046598,Huge 3 Bdrm In Ditmas Park/Flatbush,10573152,Dasha,Brooklyn,Flatbush,40.64261,-73.95779,Entire Home/Apt,0.655688622754491,0.1,0.1891891891891892,2019-06-19,2.93,1,275
11049502,Sunny East Village 1 Bedroom,36369973,Sarah,Manhattan,East Village,40.7264,-73.97889,Entire Home/Apt,0.595808383233533,0.1,0.10651828298887123,2019-06-09,1.64,1,39
11059197,Clean And Warm Room In Flushing,57398859,Sean,Queens,Flushing,40.76726,-73.81217,Private Room,0.08083832335329341,0.0,0.0,2019-06-23,0.72,1,0
11061063,Spacious 1 Bd In Hells Kitchen,30918593,Cindy,Manhattan,Hell'S Kitchen,40.76578,-73.99309,Entire Home/Apt,0.3592814371257485,0.0,0.0,2019-06-23,0.72,1,0
11062438,"Private And Super Quiet, Step To Subway",3419036,Ofer,Manhattan,Upper East Side,40.78482,-73.95191,Entire Home/Apt,0.2694610778443114,0.30000000000000004,0.014308426073131956,2019-04-29,0.22,1,0
11062629,Room With Awesome View,6961443,Victoria,Manhattan,Midtown,40.75957,-73.96802,Private Room,0.2095808383233533,0.0,0.001589825119236884,2016-02-15,0.02,2,0
11063065,Spacious Room In Mid Manhattan!,6961443,Victoria,Manhattan,Midtown,40.76163,-73.96956,Private Room,0.2095808383233533,0.0,0.003179650238473768,2016-03-29,0.05,2,0
11065341,Greenpoint Apartment,45896206,Dora,Brooklyn,Greenpoint,40.73144,-73.95745,Entire Home/Apt,0.3293413173652695,0.1,0.0,2019-06-23,0.72,1,0
11065571,Charming Brooklyn Heights Studio,57434801,Reese,Brooklyn,Brooklyn Heights,40.69257,-73.99304,Entire Home/Apt,0.29940119760479045,0.0,0.0,2019-06-23,0.72,1,0
11065633,Luxury Doorman Building/Murray Hill,19340034,Ross,Manhattan,Gramercy,40.73788,-73.98103,Private Room,0.44910179640718567,0.0,0.003179650238473768,2016-03-13,0.05,1,0
11067934,"Clean, Well Located Chinatown Apt.",8243103,Paul,Manhattan,Civic Center,40.71567,-74.00061,Entire Home/Apt,0.5988023952095809,0.0,0.05246422893481718,2016-10-28,0.8,1,0
11068187,An Architect'S Inviting Studio,9132107,Alice,Manhattan,Upper West Side,40.78731,-73.97407,Entire Home/Apt,0.43413173652694614,0.20000000000000004,0.003179650238473768,2016-04-23,0.05,1,0
11068607,"Cityview In E Williamsburg/Bushwick ""Great Place""",57452929,Jonathan,Brooklyn,Williamsburg,40.70673,-73.92695,Private Room,0.23652694610778444,0.1,0.21303656597774245,2019-07-01,3.26,1,2
11069190,"Mi Casa, Tu Casa.",390251,Lilly,Manhattan,Harlem,40.80129,-73.95389,Private Room,0.2844311377245509,0.1,0.003179650238473768,2018-07-22,0.14,4,88
11069291,A Quiet & Cozy Home For Travelers—Free St Parking,57460097,Pengfei,Queens,Elmhurst,40.73816,-73.88211,Private Room,0.16467065868263475,0.0,0.10015898251192369,2019-04-07,2.92,1,21
11077282,The Justice House,38068387,Xolie,Brooklyn,Clinton Hill,40.69308,-73.96649,Entire Home/Apt,0.6197604790419162,0.1,0.09220985691573927,2019-07-03,1.49,4,1
11080142,Historic Heights-Private Queen Room,2155213,Andy,Manhattan,Washington Heights,40.84393,-73.94065,Private Room,0.24850299401197606,0.1,0.22575516693163752,2019-06-30,3.55,1,80
11083362,Bedroom With Full Size Bed In Washington Heights!,30995829,David,Manhattan,Washington Heights,40.84411,-73.93784,Private Room,0.14970059880239522,0.20000000000000004,0.1414944356120827,2019-06-13,2.54,1,113
11085352,"Amazing Williamsburg, Brooklyn Apt.",10994250,Jerry,Brooklyn,Williamsburg,40.70925,-73.94909,Private Room,0.14970059880239522,0.0,0.0,2019-06-23,0.72,1,0
11086888,"Spacious, Private, Comfortable N. Harlem Apartment",118126,Pat,Manhattan,Harlem,40.83135,-73.94442,Entire Home/Apt,0.5988023952095809,0.20000000000000004,0.1812400635930048,2019-07-02,3.19,1,165
11089123,Awesome Bedroom In 2Br Apartment <3,15231059,Apollo,Manhattan,Lower East Side,40.72118,-73.98875,Private Room,0.29940119760479045,0.20000000000000004,0.030206677265500796,2019-04-30,0.46,4,303
11091309,"Nyc-Legal 2Br +Parking,  Metro-  4Min, Jfk -15Min",7775937,Joseph,Brooklyn,East New York,40.66483,-73.88208,Entire Home/Apt,0.35628742514970063,0.30000000000000004,0.23529411764705885,2019-06-30,3.75,1,111
11095719,The Justice  Suite,38068387,Xolie,Brooklyn,Clinton Hill,40.69458,-73.96757,Entire Home/Apt,0.5239520958083833,0.0,0.09220985691573927,2018-10-07,1.45,4,331
11096801,Bright & Beautiful,38120363,Brian,Brooklyn,Crown Heights,40.67415,-73.9163,Private Room,0.14670658682634732,0.1,0.18282988871224168,2019-06-24,2.96,2,59
11097962,"Home, Sweet, Harlem. Welcome!",24800102,Kevin,Manhattan,East Harlem,40.79733,-73.93955,Entire Home/Apt,0.3293413173652695,0.0,0.35135135135135137,2019-06-28,5.53,1,348
11098018,Sunny Private Room In Bushwick,10199059,Manasvi,Brooklyn,Bushwick,40.69712,-73.93055,Private Room,0.2095808383233533,0.0,0.0,2019-06-23,0.72,1,0
11100541,Garden Apartment In Carroll Gardens,48880382,Samaa,Brooklyn,Carroll Gardens,40.6785,-73.99594,Entire Home/Apt,0.5389221556886228,0.30000000000000004,0.05882352941176471,2019-07-01,0.91,1,185
11101754,Upscale Sun-Soaked Luxury Apartment In Brooklyn,7872220,Charlie,Brooklyn,Bedford-Stuyvesant,40.68673,-73.9579,Entire Home/Apt,0.43413173652694614,0.0,0.24324324324324326,2019-07-06,4.66,1,47
11102591,Room In The Heart Of Williamsburg,4110759,Lorenzo,Brooklyn,Williamsburg,40.71725,-73.95392,Private Room,0.17964071856287425,0.6000000000000001,0.0,2019-06-23,0.72,1,0
11107261,Hamilton Heights/Apollo Theater,57697937,Artie,Manhattan,Harlem,40.82645,-73.94426,Private Room,0.17065868263473055,0.20000000000000004,0.14308426073131955,2019-06-16,2.26,1,247
11117439,Artist Private Studio,57755346,Natalie,Manhattan,East Harlem,40.79014,-73.94698,Entire Home/Apt,0.3592814371257485,0.20000000000000004,0.05246422893481718,2018-12-02,0.86,1,0
11118296,Forest Hills Haven,57762390,Annette,Queens,Forest Hills,40.71813,-73.8386,Entire Home/Apt,0.29940119760479045,0.1,0.001589825119236884,2016-08-05,0.03,1,0
11118641,1 Br In 2Br - Luxury High Rise,57765248,Chandni,Manhattan,Hell'S Kitchen,40.75744,-73.9936,Private Room,0.2694610778443114,0.0,0.009538950715421305,2016-05-18,0.14,1,0
11121739,1 Brd Apartment For Easter Week In Noho,55425653,Alessandro,Manhattan,Noho,40.72683,-73.99328,Entire Home/Apt,0.5389221556886228,0.20000000000000004,0.006359300476947536,2019-03-16,0.59,1,0
11123031,11' Windows · Rooftop · Queen Bed,10556524,Ryan,Brooklyn,Williamsburg,40.70606,-73.92884,Private Room,0.44610778443113774,0.0,0.0,2019-06-23,0.72,2,0
11123966,Charming Apartment With View,20794193,Carlo,Manhattan,Harlem,40.82546,-73.95292,Entire Home/Apt,0.2694610778443114,0.9,0.009538950715421305,2019-01-15,0.18,1,6
11123996,Spacious Gramercy Loft,3135272,Han Sheng,Manhattan,Gramercy,40.73427,-73.98456,Entire Home/Apt,0.7485029940119761,0.1,0.006359300476947536,2017-06-03,0.14,1,0
11128811,Cozy Walk Up Apartment In A Great Neighborhood!,42779345,Jodi,Queens,Long Island City,40.74523,-73.94906,Private Room,0.14970059880239522,0.1,0.004769475357710652,2019-02-17,0.41,1,0
11132775,Manhattan - Washington Heights Apt,43082746,Hillary,Manhattan,Washington Heights,40.83219,-73.94334,Private Room,0.14970059880239522,0.0,0.0,2019-06-23,0.72,1,0
11136854,Modern Studio In Brooklyn,21986616,Valentina,Brooklyn,Gravesend,40.58571,-73.96711,Entire Home/Apt,0.2694610778443114,0.6000000000000001,0.05087440381558029,2019-06-14,0.83,1,71
11137382,"Modern Garden 2Bd W/ Backyard, Dishwasher, Laundry",24839836,Kai,Brooklyn,Bedford-Stuyvesant,40.69155,-73.94975,Entire Home/Apt,0.4940119760479042,0.30000000000000004,0.19554848966613675,2019-06-23,3.08,1,43
11138618,"Bright, Spacious, Brooklyn Bungalow",57885166,Emily,Brooklyn,Gowanus,40.67153,-73.988,Private Room,0.2095808383233533,0.0,0.004769475357710652,2016-03-28,0.07,1,0
11138823,A Beautiful Cozy 1 Br Apartment.,57885474,Shully'S,Bronx,Wakefield,40.89694,-73.86055,Entire Home/Apt,0.2694610778443114,0.1,0.3163751987281399,2019-06-21,5.0,2,319
11138910,Huge Apartment In Great Location!!!,827235,Adam,Brooklyn,Bedford-Stuyvesant,40.68437,-73.95849,Entire Home/Apt,0.3263473053892216,0.20000000000000004,0.004769475357710652,2018-08-17,0.08,1,0
11139469,Privacy Meets Luxury And Comfort,45677054,Lex And Raun,Brooklyn,Bedford-Stuyvesant,40.67989,-73.91838,Entire Home/Apt,0.28742514970059885,0.1,0.10174880763116058,2019-06-16,1.58,1,256
11141064,"Beautiful, True 1Br In Park Slope",49033458,Stephen,Brooklyn,Windsor Terrace,40.65895,-73.97768,Entire Home/Apt,0.23353293413173654,0.4,0.001589825119236884,2016-03-24,0.02,1,0
11143891,Clean Private Bedroom In Bushwick,27087652,Louise,Brooklyn,Bushwick,40.69995,-73.92612,Private Room,0.14970059880239522,0.0,0.001589825119236884,2016-04-14,0.03,1,0
11144496,"New Spacious Master, Williamsburg",48819868,Nick,Brooklyn,Williamsburg,40.71119,-73.95097,Private Room,0.5988023952095809,0.0,0.0,2019-06-23,0.72,1,0
11144544,Habitación Privada En Midtown Ny,7401344,Fla,Manhattan,Midtown,40.74545,-73.98128,Private Room,0.3353293413173653,0.20000000000000004,0.001589825119236884,2016-02-15,0.02,1,0
11146432,Cozy Top Floor Room At Brooklyn&Breakfast,344035,Brooklyn&   Breakfast    -Len-,Brooklyn,Prospect Heights,40.67963,-73.97054,Private Room,0.14970059880239522,0.0,0.4085850556438792,2019-07-01,6.23,13,286
11146878,North Williamsburg 2 Br Apt,57944278,Ashley,Brooklyn,Williamsburg,40.71874,-73.96077,Entire Home/Apt,0.5988023952095809,0.0,0.0,2019-06-23,0.72,1,0
11147993,A Superb One Bedroom Apartment,57954654,Olu,Bronx,Williamsbridge,40.87556,-73.8584,Entire Home/Apt,0.25449101796407186,0.1,0.23370429252782196,2019-07-01,3.88,1,304
11148990,Sunny Apartment Downtown Manhattan,6980995,Dominik,Manhattan,Chinatown,40.71323,-73.99752,Entire Home/Apt,0.7035928143712575,0.1,0.10492845786963435,2019-06-23,1.63,5,184
11153954,Cozy Studio Apartment For 2 ♡,57995737,Remi O.,Manhattan,East Harlem,40.80586,-73.93861,Entire Home/Apt,0.22455089820359284,0.4,0.003179650238473768,2016-03-18,0.05,1,0
